ID;ICAO;Name;Country;Active
2829;RAC;Icar Air;Bosnia and Herzegovina;Y
2830;FRC;Icare Franche Compte;France;N
2831;ICD;Icaro;Ecuador;N
2832;ICA;Icaro;Italy;N
2833;IUS;Icarus;Italy;N
2834;ICJ;Icejet;Iceland;N
2835;ICE;Icelandair;Iceland;Y
2836;ICG;Icelandic Coast Guard;Iceland;N
2837;IKR;Ikaros DK;Denmark;N
2838;CIO;Il Ciocco International Travel Service;Italy;N
2839;ILV;Il-Avia;Russia;N
2840;IDL;Ildefonso Redriguez;Mexico;N
2841;IAR;Iliamna Air Taxi;United States;N
2842;ILP;Ilpo Aruba Cargo;Aruba;N
2843;ILL;Ilyich-Avia;Ukraine;N
2844;IMR;Imaer;Portugal;N
2845;ITX;Imair Airlines;Azerbaijan;Y
2846;PNX;Imperial Airways;United States;N
2847;IMT;Imtrec Aviation;Cambodia;N
2848;IDE;Independence Air;United States;N
2849;IDP;Independent Air Freighters;Australia;N
2850;IGO;IndiGo Airlines;India;Y
2851;IIL;India International Airways;India;N
2852;IFC;Indian Air Force;India;N
2853;IAC;Indian Airlines;India;Y
2854;IDR;Indicator Company;Hungary;N
2855;IBU;Indigo;United States;Y
2856;IDA;Indonesia Air Transport;Indonesia;N
2857;AWQ;Indonesia AirAsia;Indonesia;Y
2858;IAA;Indonesian Airlines;Indonesia;Y
2859;IPN;Industri Pesawat Terbang Nusantara;Indonesia;N
2860;ITN;Industrias Titan;Spain;N
2861;FFI;Infinit Air;Spain;N
2862;INS;Inflite The Jet Centre;United Kingdom;N
2863;IVA;Innotech Aviation;Canada;N
2864;INC;Insel Air International;Netherlands Antilles;N
2865;ICC;Instituto Cartografico de Cataluna;Spain;N
2866;INT;Intair;Canada;N
2867;INL;Intal Avia;Kyrgyzstan;N
2868;FFL;Intavia Limited;United Kingdom;N
2869;IJT;InteliJet Airways;Colombia;N
2870;XRA;Intensive Air;South Africa;N
2871;ITW;Inter Air;Bulgaria;N
2872;INX;Inter Express;Turkey;N
2873;IIN;Inter Islands Airlines;Cape Verde;N
2874;CAR;Inter RCA;Central African Republic;N
2875;NTT;Inter Tropic Airlines;Sierra Leone;N
2876;ITA;Inter-Air;United States;N
2877;ICN;Inter-Canadian;Canada;N
2878;UGL;Inter-Island Air;United States;N
2879;IMA;Inter-Mountain Airways;United States;N
2880;ITS;Inter-State Aviation;United States;N
2881;ILN;Interair South Africa;South Africa;Y
2882;NTE;Interaire;Mexico;N
2883;SUW;Interavia Airlines;Russia;Y
2884;IVT;Interaviatrans;Ukraine;N
2885;ICT;Intercontinental de Aviaci;Colombia;N
2886;ICP;Intercopters;Spain;N
2887;IFT;Interflight;United Kingdom;N
2888;IJT;Interflight (Learjet);United Kingdom;N
2889;RFL;Interfly;Italy;N
2890;IFF;Interfreight Forwarding;Sudan;N
2891;IGN;Interguide Air;Nigeria;N
2892;ISN;Interisland Airlines;Philippines;N
2893;IWY;Interisland Airways Limited;Turks and Caicos Islands;N
2894;MTF;Interjet;Italy;N
2895;IHE;Interjet Helicopters;Greece;N
2896;ITK;Interlink Airlines;South Africa;Y
2897;IAK;International Air Cargo Corporation;Egypt;N
2898;EXX;International Air Corporation;United States;N
2899;IAS;International Air Service;United States;N
2900;IAX;International Air Services;Liberia;N
2901;IBZ;International Business Air;Sweden;N
2902;IBY;International Business Aircraft;United States;N
2903;ICS;International Charter Services;Mexico;N
2904;ICX;International Charter Xpress;United States;N
2905;RED;International Committee of the Red Cross;Switzerland;N
2906;IIG;International Company for Transport;ALDAWLYH AIR;N
2907;IFX;International Flight Training Academy;United States;N
2908;IJA;International Jet Aviation Services;United States;N
2909;HSP;International Jet Charter;United States;N
2910;RSQ;International SOS WIndhoek;Namibia;N
2911;ISF;International Sabilisation Assistance Force;United Kingdom;N
2912;THN;International Security Assistance Force;Canada;N
2913;ITH;International Trans-Air;Nigeria;N
2914;IPT;Interport Corporation;United States;N
2915;IKY;Intersky;Bulgaria;N
2916;ISK;Intersky;Austria;Y
2917;FWA;Interstate Airline;Netherlands;N
2918;ITU;Intervuelos;Mexico;N
2919;INV;Inversija;Latvia;N
2920;IND;Iona National Airways;Ireland;N
2921;IOA;Iowa Airways;United States;N
2922;IRA;Iran Air;Iran;Y
2923;IRC;Iran Aseman Airlines;Iran;Y
2924;IRB;Iranair Tours;Iran;N
2925;IRG;Naft Air Lines;Iran;N
2926;IAW;Iraqi Airways;Iraq;Y
2927;BIS;Irbis Air;Kazakhstan;N
2928;IRL;Irish Air Corps;Ireland;N
2929;RDK;Irish Air Transport;Ireland;N
2930;XMR;Irish Aviation Authority;Ireland;N
2931;IRT;Irtysh Airlines;Uzbekistan;N
2932;XIA;Irving Oil;Canada;N
2933;KCE;Irving Oil Transport;Canada;N
2934;ISI;Island Air;Mexico;N
2935;ILF;Island Air Charters;United States;N
2936;XYZ;Island Air Express;United States;N
2938;SOY;Island Aviation;Philippines;N
2939;DQA;Island Aviation Services;Maldives;N
2940;IOM;Island Aviation and Travel;United Kingdom;N
2941;SDY;Island Express;United States;N
2942;CGP;Cargo Plus Aviation;United Arab Emirates;Y
2943;MTP;Island Helicopters;United States;N
2944;ILC;Island Link;Japan;N
2945;IAJ;Islandair Jersey;United Kingdom;N
2947;ICB;Icebird Airline;Iceland;N
2948;ISW;Islas Airways;Spain;Y
2949;IGS;Isle Grande Flying School;United States;N
2950;ISV;Islena De Inversiones;Honduras;Y
2951;IOS;Isles of Scilly Skybus;United Kingdom;N
2952;IAI;Israel Aircraft Industries;Israel;N
2953;IAF;Israeli Air Force;Israel;N
2954;ISR;Israir;Israel;Y
2955;IST;Istanbul Airlines;Turkey;N
2956;ACL;Itali Airlines;Italy;N
2957;IFS;Italy First;Italy;N
2958;IKA;Itek Air;Kyrgyzstan;Y
2959;IVS;Ivoire Aero Services;Ivory Coast;N
2960;IVW;Ivoire Airways;Ivory Coast;N
2961;IJE;Ivoire Jet Express;Ivory Coast;N
2962;OIC;Iwamoto Crane Co Ltd;Japan;N
2963;IXR;Ixair;France;N
2964;IZM;Izair;Turkey;N
2965;IZA;Izhavia;Russia;N
2966;JCB;J C Bamford (Excavators);United Kingdom;N
2967;RFX;J P Hunt Air Carriers;United States;N
2968;JLJ;J-Air;Japan;N
2969;JEX;JAL Express;Japan;Y
2970;JAZ;JALways;Japan;Y
2971;JDA;JDAviation;United Kingdom;N
2972;JDP;JDP Lux;Luxembourg;N
2973;JHM;JHM Cargo Expreso;Costa Rica;N
2974;TQM;JM Family Aviation;United States;N
2975;JMC;JMC Airlines;United Kingdom;N
2977;JSJ;JS Air;Pakistan;N
2978;JES;JS Aviation;Mexico;N
2979;JCK;Jackson Air Services;Canada;N
2980;JAE;Jade Cargo International;China;N
2981;JAW;Jamahiriya Airways;Libya;N
2982;JMB;Jambo Africa Airlines;Democratic Republic of Congo;N
2983;JAK;Jana-Arka;Kazakhstan;N
2984;JAX;Janair;United States;N
2985;JAC;Japan Air Commuter;Japan;N
2986;JSV;Japan Aircraft Service;Japan;N
2987;JAL;Japan Airlines;Japan;Y
2988;JAL;Japan Airlines Domestic;Japan;Y
2989;JAA;Japan Asia Airways;Japan;Y
2990;JTA;Japan Transocean Air;Japan;Y
2991;JAT;Jat Airways;Serbia;N
2992;JTY;Jatayu Airlines;Indonesia;N
2993;JZR;Jazeera Airways;Kuwait;Y
2994;JJA;Jeju Air;Republic of Korea;Y
2995;JNY;Jenney Beechcraft;United States;N
2996;XLD;Jeppesen Data Plan;United States;N
2997;JPN;Jeppesen UK;United Kingdom;N
2998;JEA;Jet Air;Poland;N
2999;JSI;Jet Air Group;Russia;N
3000;JAI;Jet Airways;India;Y
3002;JTX;Jet Aspen Air Lines;United States;N
3003;PJS;Jet Aviation;Switzerland;N
3004;BZF;Jet Aviation Business Jets;United States;N
3005;JCF;Jet Center Flight Training;Spain;N
3006;JCT;Jet Charter;United States;N
3008;JCX;Jet Connection;Germany;N
3009;DWW;Jet Courier Service;United States;N
3010;JED;Jet East International;United States;N
3011;JEI;Jet Executive International Charter;Germany;N
3012;RZA;Jet Fighter Flights;Australia;N
3013;CFT;Jet Freighters;United States;N
3014;JGD;Jet G&D Aviation;Israel;N
3015;MJL;Jet Line International;Moldova;N
3016;JEK;Jet Link;Israel;N
3017;HTL;Jet Link Aviation;United States;N
3018;JNR;Jet Norte;Mexico;N
3019;JRN;Jet Rent;Mexico;N
3020;JDI;Jet Service;Poland;N
3021;JSA;Jetstar Asia Airways;Singapore;Y
3022;JSM;Jet Stream;Moldova;N
3023;JTC;Jet Trans Aviation;Ghana;N
3024;JTT;Jet-2000;Russia;N
3025;OPS;Jet-Ops;United Arab Emirates;N
3026;EXS;Jet2.com;United Kingdom;Y
3027;JFU;Jet4You;Morocco;Y
3028;OSW;JetAfrica Swaziland;Swaziland;N
3029;JBU;JetBlue Airways;United States;Y
3030;QNZ;JetConnect;New Zealand;N
3031;JMG;JetMagic;Ireland;N
3032;JAF;Jetairfly;Belgium;Y
3033;JTL;Jetall Holdings;Canada;N
3034;JAG;Jetalliance;Austria;N
3035;JCS;Jetclub;Switzerland;N
3036;UEJ;Jetcorp;United States;N
3037;JCC;Jetcraft Aviation;Australia;N
3038;JXA;Jetex Aviation;Lebanon;N
3039;JEF;Jetflite;Finland;Y
3040;JFL;Jetfly Airlines;Austria;N
3041;JIC;Jetgo International;Thailand;N
3042;JLX;Jetlink Express;Kenya;N
3043;JLH;Jetlink Holland;Netherlands;N
3044;JNV;Jetnova de Aviacion Ejecutiva;Spain;N
3045;JPO;Jetpro;Mexico;N
3046;MDJ;Jetran Air;Romania;N
3047;JRI;Jetrider International;United Kingdom;N
3048;JEJ;Jets Ejecutivos;Mexico;N
3049;JEP;Jets Personales;Spain;N
3050;JSE;Jets Y Servicios Ejecutivos;Mexico;N
3051;JGO;JetsGo;Canada;N
3052;JST;Jetstar Airways;Australia;Y
3053;JSH;Jetstream Air;Hungary;N
3054;JXT;Jetstream Executive Travel;United Kingdom;N
3055;JPQ;Jett Paqueteria;Mexico;N
3056;JEC;Jett8 Airlines Cargo;Singapore;N
3057;JTG;Jettime;Denmark;N
3058;JTN;Jettrain Corporation;United States;N
3059;JWY;Jetways of Iowa;United States;N
3060;JXX;Jetx Airlines;Iceland;N
3061;JIB;Jibair;Djibouti;N
3062;JSW;Jigsaw Project;United Kingdom;N
3063;HKN;Jim Hankins Air Service;United States;N
3064;RAS;Jim Ratliff Air Service;United States;N
3065;JDG;Joanas Avialinijos;Lithuania;N
3066;JBR;Job Air;Czech Republic;N
3067;JHN;Johnson Air;United States;N
3068;JON;Johnsons Air;Ghana;N
3069;JMJ;Johnston Airways;United States;N
3070;JMM;Joint Military Commission;Sudan;N
3071;JMT;Jomartaxi Aereo;Mexico;N
3072;ODI;Jonsson;ODINN;N
3073;JAV;Jordan Aviation;Jordan;N
3074;JCI;Jordan International Air Cargo;Jordan;N
3075;JVK;Jorvik;Iceland;N
3076;JUR;Ju-Air;Switzerland;N
3077;JFS;Juanda Flying School;Indonesia;N
3078;JUC;Juba Cargo Services & Aviation Company;Sudan;N
3079;JUB;Jubba Airways;Somali Republic;N
3080;DKE;Jubilee Airways;United Kingdom;N
3081;DKH;Juneyao Airlines;China;Y
3082;MEY;Justair Scandinavia;Sweden;N
3083;DOJ;Justice Prisoner and Alien Transportation System;United States;N
3084;KDC;K D Air Corporation;Canada;N
3085;KSA;K S Avia;Latvia;N
3086;KMI;K-Mile Air;Thailand;N
3087;KNI;KD Avia;Russia;Y
3088;KLC;KLM Cityhopper;Netherlands;Y
3089;KLH;KLM Helicopter;Netherlands;N
3090;KLM;KLM Royal Dutch Airlines;Netherlands;Y
3091;QNK;Kabo Air;Nigeria;N
3092;KMC;Kahama Mining Corporation;Tanzania;N
3093;KAI;Kaiser Air;United States;N
3094;CKS;Kalitta Air;United States;N
3095;KFS;Kalitta Charters;United States;N
3096;KES;Kallat El Saker Air Company;Libya;N
3097;KMF;Kam Air;Afghanistan;Y
3098;KMP;Kampuchea Airlines;Cambodia;N
3099;KIZ;Kanaf-Arkia Airlines;Israel;N
3100;KHE;Kanfey Ha'emek Aviation;Israel;N
3101;KSU;Kansas State University;United States;N
3102;AKT;Karat;Russia;N
3103;KRB;Karibu Airways Company;Tanzania;N
3104;KLG;Karlog Air Charter;Denmark;N
3105;KAJ;Karthago Airlines;Tunisia;N
3106;KAE;Kartika Airlines;Indonesia;N
3107;KTV;Kata Transportation;Sudan;N
3108;KTK;Katekavia;Russia;N
3109;KAT;Kato Airline;Norway;N
3110;MVD;Kavminvodyavia;Russia;Y
3111;XKA;Kavouras Inc;United States;N
3112;KRN;Kaz Agros Avia;Kazakhstan;N
3113;KAW;Kaz Air West;Kazakhstan;N
3114;KAO;Kazan Aviation Production Association;Russia;N
3115;KPH;Kazan Helicopters;Russia;N
3116;KKA;Kazavia;Kazakhstan;N
3117;KZS;Kazaviaspas;Kazakhstan;N
3118;JFK;Keenair Charter -;United Kingdom;N
3119;KLX;Kelix Air;Nigeria;N
3120;FKL;Kelner Airways;Canada;N
3121;KFA;Kelowna Flightcraft Air Charter;Canada;N
3122;KDA;Kendell Airlines;Australia;Y
3123;KEN;Kenmore Air;United States;Y
3124;KBA;Kenn Borek Air;Canada;N
3125;KAH;Kent Aviation;Canada;N
3126;KQA;Kenya Airways;Kenya;Y
3127;KVS;Kevis;Kazakhstan;N
3128;KEY;Key Airlines;United States;N
3129;LYM;Key Lime Air;United States;N
3130;FTP;Keystone Aerial Surveys;United States;N
3131;KEE;Keystone Air Services;Canada;N
3132;KZW;Khalifa Airways;Algeria;N
3133;WKH;Kharkov Aircraft Manufacturing Company;Ukraine;N
3134;KHR;Khazar;Turkmenistan;N
3135;KHP;Khoezestan Photros Air Lines;Iran;N
3136;KRV;Khoriv-Avia;Ukraine;N
3137;KHO;Khors Aircompany;Ukraine;N
3138;KHY;Khyber Afghan Airlines;Afghanistan;N
3139;UAK;Kiev Aviation Plant;Ukraine;N
3140;KNG;King Aviation;United Kingdom;N
3141;BEZ;Kingfisher Air Services;United States;N
3142;KFR;Kingfisher Airlines;India;Y
3143;KNX;Knighthawk Air Express;Canada;N
3144;KAS;Kingston Air Services;Canada;N
3145;KIP;Kinnarps;Sweden;N
3146;KNS;Kinshasa Airways;Democratic Republic of the Congo;N
3147;KTA;Kirov Air Enterprise;Russia;N
3148;IRK;Kish Air;Iran;Y
3149;KHA;Kitty Hawk Aircargo;United States;N
3150;KHC;Kitty Hawk Airways;United States;N
3151;KIA;Kiwi International Air Lines;United States;N
3152;KNA;Knight Air;Canada;N
3153;KHX;Knighthawk Express;United States;N
3154;KGT;Knights Airlines;Nigeria;N
3155;KOA;Koanda Avacion;Spain;N
3156;OYE;Koda International;Nigeria;N
3157;KGL;Kogalymavia Air Company;Russia;Y
3158;KOM;Kom Activity;Netherlands;N
3159;KMA;Komiaviatrans State Air Enterprise;Russia;N
3160;KMV;Komiinteravia;Russia;N
3161;KNM;Komsomolsk-on-Amur Air Enterprise;Russia;N
3162;KOB;Koob-Corp - 96 KFT;Hungary;N
3163;KAL;Korean Air;Republic of Korea;Y
3164;KMG;Kosmas Air;Serbia;N
3165;KSM;Kosmos;Russia;Y
3166;KOS;Kosova Airlines;Serbia;N
3167;WOK;Kovar Air;Czech Republic;N
3168;KJC;Krasnojarsky Airlines;Russia;Y
3169;KFC;Kremenchuk Flight College;Ukraine;N
3170;KRG;Krimaviamontag;Ukraine;N
3171;KRO;Kroonk Air Agency;Ukraine;N
3172;KRI;Krylo Airlines;Russia;N
3173;KYM;Krym;Ukraine;N
3174;OPC;Krystel Air Charter;United Kingdom;N
3175;KIL;Kuban Airlines;Russia;Y
3176;KPA;Kunpeng Airlines;China;N
3177;KZA;Kurzemes Avio;Russia;N
3178;KBV;Kustbevakningen;Sweden;N
3179;KAC;Kuwait Airways;Kuwait;Y
3180;KZU;Kuzu Airlines Cargo;Turkey;Y
3181;QVR;Kvadro Aero;Kyrgyzstan;N
3182;KWN;Kwena Air;South Africa;N
3183;KGZ;Kyrgyz Airlines;Kyrgyzstan;N
3184;KTC;Kyrgyz Trans Avia;Kyrgyzstan;N
3185;LYN;Kyrgyzstan;Kyrgyzstan;N
3186;KGA;Kyrgyzstan Airlines;Kyrgyzstan;N
3187;DAM;Kyrgyzstan Department of Aviation;Kyrgyzstan;N
3188;KGB;Kyrgz General Aviation;Kyrgyzstan;N
3189;KYV;Kibris T;Turkey;N
3190;LAH;L A Helicopter;United States;N
3191;LJY;L J Aviation;United States;N
3192;LRB;L R Airlines;Czech Republic;N
3193;PHO;L&L Flygbildteknik;Sweden;N
3194;LEX;L'Express;United States;N
3195;FNT;L-3 Communications Flight Internation Aviation;United States;N
3196;LAB;L.A.B. Flying Service;United States;N
3197;LRC;LACSA;Costa Rica;Y
3198;LDE;LADE - Lineas Aereas Del Estado;Argentina;N
3199;BNX;LAI - Linea Aerea IAACA;Venezuela;N
3200;LAN;LAN Airlines;Chile;Y
3201;DSM;LAN Argentina;Argentina;Y
3202;LCO;LAN Cargo;Chile;N
3203;LNC;LAN Dominica;Dominican Republic;N
3204;LXP;LAN Express;Chile;Y
3205;LPE;LAN Peru;Peru;Y
3206;LSA;LANSA;Dominican Republic;N
3207;APT;LAP Colombia - Lineas Aereas Petroleras;LAP;N
3208;OTN;LASTP;S;N
3209;LCB;LC Busre;Peru;N
3210;LOT;LOT Polish Airlines;Poland;Y
3211;LTE;LTE International Airways;Spain;Y
3212;LTO;LTU Austria;Austria;Y
3213;LTU;LTU International;Germany;N
3214;JFC;LTV Jet Fleet Corporation;United States;N
3215;LUK;LUKoil-Avia;Russia;N
3216;ASK;La Ronge Aviation Services;Canada;N
3217;LVT;La Valenciana Taxi Aereo;Mexico;N
3218;SKQ;Labcorp;United States;N
3219;LAL;Labrador Airways;Canada;N
3220;JEV;Lagun Air;Spain;N
3221;HCA;Lake Havasu Air Service;United States;N
3222;LKL;Lakeland Aviation;United States;N
3223;LKR;Laker Airways;United States;N
3224;LBH;Laker Airways (Bahamas);United States;N
3225;LMR;Lamra;Sudan;N
3226;TCR;Lanaes Aereas Trans Costa Rica;Costa Rica;N
3227;ISL;Landsflug;Iceland;N
3228;PAP;Langtry Flying Group;United Kingdom;N
3229;LKN;Lankair;Sri Lanka;N
3230;LZA;Lanza Air;Spain;N
3231;LZT;Lanzarote Aerocargo;Spain;N
3232;LLL;Lao Air Company;Lao Peoples Democratic Republic;N
3233;LAO;Lao Airlines;Lao Peoples Democratic Republic;Y
3234;LKA;Lao Capricorn Air;Lao Peoples Democratic Republic;N
3235;LPN;Laoag International Airlines;Philippines;N
3236;LRD;Laredo Air;United States;N
3237;LTC;LatCharter;Latvia;Y
3238;LAF;Latvian Air Force;Latvia;N
3239;LDA;Lauda Air;Austria;Y
3240;LDI;Lauda Air Italy;Italy;N
3241;LEP;Laughlin Express;United States;N
3242;LSU;Laus;Croatia;N
3243;LAR;Lawrence Aviation;United States;N
3244;LAY;Layang-Layang Aerospace;Malaysia;N
3245;LPL;Lease-a-Plane International;United States;N
3246;LAQ;Lebanese Air Transport;Lebanon;N
3247;LAT;Lebanese Air Transport (Charter);Lebanon;N
3248;LAD;Lebanon Airport Development Corporation;United States;N
3250;LCA;Leconte Airlines;United States;N
3251;LIA;Leeward Islands Air Transport;Antigua and Barbuda;Y
3252;LGD;Legend Airlines;United States;N
3253;LWD;Leisure Air;United States;N
3254;LEN;Lentini Aviation;United States;N
3255;LOR;Leo-Air;South Africa;N
3256;LEL;Leonsa De Aviacion;Spain;N
3257;LYW;Libyan Airlines;Libya;N
3258;LAA;Libyan Arab Airlines;Libya;Y
3259;LCR;Libyan Arab Air Cargo;Libya;N
3260;LIQ;Lid Air;Sweden;N
3261;LCG;Lignes Aeriennes Congolaises;Democratic Republic of the Congo;N
3262;LKD;Lignes Aeriennes Du Tchad;Chad;N
3263;LME;Lignes Mauritaniennes Air Express;Mauritania;N
3264;GCB;Lignes Nationales Aeriennes - Linacongo;Republic of the Congo;N
3265;GDQ;Lincoln Air National Guard;United States;N
3266;LRT;Lincoln Airlines;Australia;N
3267;LSY;Lindsay Aviation;United States;N
3268;NOT;Linea Aerea Costa Norte;Chile;N
3269;LMC;Linea Aerea Mexicana de Carga;Mexico;N
3270;LNP;Linea Aerea SAPSA;Chile;N
3271;NEG;Linea Aerea de Fumig Aguas Negras;Chile;N
3272;LER;Linea Aerea de Servicio Ejecutivo Regional;Venezuela;N
3273;LSE;Linea De Aeroservicios;Chile;N
3274;TUY;Linea Turistica Aerotuy;Venezuela;N
3275;ALR;Lineas Aereas Alaire S.L.;Spain;N
3276;LCD;Lineas Aereas Azteca;Mexico;N
3277;LCN;Lineas Aereas Canedo LAC;Bolivia;N
3278;LCM;Lineas Aereas Comerciales;Mexico;N
3279;EDD;Lineas Aereas Ejectuivas De Durango;Mexico;N
3280;EDR;Lineas Aereas Eldorado;Colombia;N
3281;FED;Lineas Aereas Federales;Argentina;N
3282;LMN;Lineas Aereas Monarca;Mexico;N
3283;LIJ;Lineas Aereas San Jose;Mexico;N
3284;UMA;Lineas Aereas del Humaya;Mexico;N
3285;LEC;Linex;Central African Republic;N
3286;SMS;Linhas Aereas Santomenses;S;N
3287;LAM;Linhas A;Mozambique;Y
3288;LAW;Link Airways of Australia;Australia;N
3289;WGT;Lion Air Services;United Kingdom;N
3290;LNI;Lion Mentari Airlines;Indonesia;Y
3291;LEU;Lions-Air;Switzerland;N
3292;LYF;Lithuanian Air Force;Lithuania;N
3293;LRA;Little Red Air Service;Canada;N
3294;LVG;Livingston;Italy;N
3295;LLB;Lloyd Aereo Boliviano;Bolivia;N
3296;LNA;Lnair Air Services;Spain;N
3297;XLG;Lockheed Air Terminal;United States;N
3298;LAC;Lockeed Aircraft Corporation;United States;N
3299;XDD;Lockheed DUATS;United States;N
3300;CBD;Lockheed Martin Aeronautics;United States;N
3301;LNG;Lockheed Martin Aeronautics Company;United States;N
3302;LOG;Logan Air;United Kingdom;N
3303;CLV;Lom Praha Flying School;Czech Republic;N
3304;LMS;Lomas Helicopters;United Kingdom;N
3305;LCY;London City Airport Jet Centre;United Kingdom;N
3306;LNX;London Executive Aviation;United Kingdom;N
3307;LOV;London Flight Centre (Stansted);United Kingdom;N
3308;LHC;London Helicopter Centres;United Kingdom;N
3309;LSS;Lone Star Airlines;United States;N
3310;ORA;Long Island Airlines;United States;N
3311;LGT;Longtail Aviation;Bermuda;N
3312;LRR;Lorraine Aviation;France;N
3313;LSC;Los Cedros Aviacion;Chile;N
3314;TAS;Lotus Air;Egypt;N
3315;LTW;Luchtvaartmaatschappij Twente;Netherlands;N
3316;LKE;Lucky Air;China;N
3317;LUT;Luft Carago;South Africa;N
3318;LVD;Luftfahrt-Vermietungs-Dienst;Austria;N
3319;LGW;Luftfahrtgesellschaft Walter;Germany;Y
3320;DLH;Lufthansa;Germany;Y
3321;GEC;Lufthansa Cargo;Germany;Y
3322;CLH;Lufthansa CityLine;Germany;Y
3324;LHT;Lufthansa Technik;Germany;N
3325;LTF;Lufttaxi Fluggesellschaft;Germany;N
3326;LTR;Lufttransport;Norway;Y
3327;LHS;Luhansk;Ukraine;N
3328;UNY;Lund University School of Aviation;Sweden;N
3329;LGL;Luxair;Luxembourg;Y
3330;LXA;Luxaviation;Luxembourg;N
3331;LUV;Luxembourg Air Rescue;Luxembourg;N
3332;LFE;Luxflight Executive;Luxembourg;N
3333;LXO;Luxor Air;Egypt;N
3334;LUZ;Luzair;Portugal;N
3335;UKW;Lviv Airlines;Ukraine;N
3336;LYD;Lydd Air;United Kingdom;N
3337;LCH;Lynch Flying Service;United States;N
3338;LYC;Lynden Air Cargo;United States;N
3339;LXF;Lynx Air International;United States;N
3340;LYX;Lynx Aviation;Pakistan;N
3342;LPR;L;Argentina;Y
3343;LAU;L;Colombia;N
3344;JNH;M & N Aviation;United States;N
3345;MCF;MAC Fotografica;Spain;N
3346;MRG;MANAG'AIR;France;N
3347;MPJ;MAP-Management and Planung;Austria;N
3348;TFG;MAS Airways;United Kingdom;N
3349;MAA;MasAir;Mexico;Y
3350;MAK;MAT Macedonian Airlines;Macedonia;Y
3351;MCC;MCC Aviation;South Africa;N
3352;MGA;MG Aviacion;Spain;N
3353;JLA;MIA Airlines;Romania;N
3354;MGL;MIAT Mongolian Airlines;Mongolia;Y
3355;MNC;MIT Airlines;Canada;N
3356;MKA;MK Airline;Ghana;N
3357;MNB;MNG Airlines;Turkey;Y
3358;EBF;MSR Flug-Charter;Germany;N
3359;MCV;MTC Aviacion;Mexico;N
3360;MAQ;Mac Aviation;Spain;N
3361;MCN;Mac Dan Aviation Corporation;United States;N
3362;MTD;MacKnight Airlines;Australia;N
3363;MCK;Macair Airlines;Australia;Y
3364;MCS;Macedonian Airlines;Greece;N
3365;MDH;Madina Air;Libya;N
3367;MJB;Magic Blue Airlines;Netherlands;N
3368;MGR;Magna Air;Austria;N
3369;MLH;Mahalo Air;United States;N
3370;IRM;Mahan Air;Iran;Y
3371;MZS;Mahfooz Aviation;Gambia;N
3372;MAT;Maine Aviation;United States;N
3373;MAJ;Majestic Airlines;United States;N
3374;AKM;Mak Air;Kazakhstan;N
3375;MLG;Malagasy Airlines;Madagascar;N
3376;MLX;Malawi Express;Malawi;N
3377;MKK;Malaya Aviatsia Dona;Russia;N
3378;MAS;Malaysia Airlines;Malaysia;Y
3379;MAE;Mali Air;Austria;N
3380;VXP;Mali Air Express;Mali;N
3381;MTZ;Mali Airways;Mali;N
3382;MLC;Malila Airlift;Democratic Republic of the Congo;N
3383;MLS;Mall Airways;United States;N
3384;SCW;Malmo Aviation;Sweden;Y
3385;LOD;Malmoe Air Taxi;Sweden;N
3386;SCW;Malm? Aviation;Sweden;Y
3387;MAC;Malta Air Charter;Malta;Y
3388;MWS;Malta Wings;Malta;N
3389;MAH;Malev;Hungary;Y
3390;MLB;Manaf International Airways;Burundi;N
3391;MDL;Mandala Airlines;Indonesia;Y
3392;MDA;Mandarin Airlines;Taiwan;Y
3393;MNO;Mango;South Africa;Y
3394;MHN;Manhattan Air;United Kingdom;N
3395;MTO;Manitoulin Air Services;Canada;N
3396;MNR;Mann Air;United Kingdom;N
3397;MAN;Mannion Air Charter;United States;N
3398;MTS;Mantrust Asahi Airways;Indonesia;N
3399;MNX;Manx Airlines;United Kingdom;N
3400;MAD;Maple Air Services;Canada;N
3401;MAR;March Helicopters;United Kingdom;N
3402;MCP;Marcopolo Airways;Afghanistan;N
3403;MGI;Marghi Air;Nigeria;N
3404;MRK;Markair;United States;N
3405;MKO;Markoss Aviation;United Kingdom;N
3406;MRW;Mars RK;Ukraine;N
3407;MCE;Marshall Aerospace;United Kingdom;N
3408;MSL;Marsland Aviation;Sudan;N
3409;XMA;Martin Aviation Services;United States;N
3410;MBE;Martin-Baker;United Kingdom;N
3411;MPH;Martinair;Netherlands;Y
3412;MRA;Martinaire;United States;N
3413;MFA;Martyn Fiddler Associates;United Kingdom;N
3414;MVN;Marvin Limited;United Kingdom;N
3415;TRP;Maryland State Police;United States;N
3416;MTH;Massachusetts Institute of Technology;United States;N
3417;MSY;Massey University School of Aviation;New Zealand;N
3418;MSW;Master Airways;Serbia;N
3419;MPL;Master Planner;United States;N
3420;LMJ;Masterjet;Portugal;N
3422;MIA;Mauria;Mauritania;N
3423;MNV;Mauritanienne Aerienne Et Navale;Mauritania;N
3424;MRF;Mauritanienne Air Fret;Mauritania;N
3425;MWY;Mauritanienne Airways;Mauritania;N
3426;MDE;Mauritanienne De Transport Aerien;Mauritania;N
3427;MVR;Maverick Airways;United States;N
3428;MVL;Mavial Magadan Airlines;Russia;N
3429;MAI;Max Avia;Kyrgyzstan;N
3430;MSF;Max Sea Food;El Salvador;N
3431;MAX;Max-Aviation;Canada;N
